시도,시군구,월,PM25,PM10,SO2,O3,NO2,CO,평균기온(℃),평균최고기온(℃),최고기온(℃),평균최저기온(℃),최저기온(℃),강수량(mm),일최다강수량(mm),평균풍속(m/s),최대풍속(m/s),최대풍속풍향(deg),최대순간풍속(m/s),최대순간풍속풍향(deg),일조합(hr),일조율(%),평균습도(%rh),최저습도(%rh)
강원특별자치도,강릉,201801,50.94339623,33.67346939,21.46596859,35.59322034,40.90909091,40,18.2320442,15.07246377,17.85714286,22.27848101,19.41544885,0.263880093,0.402360515,63.63636364,24,67.64705882,34.23913043,73.52941176,65.55354994,86.14491933,0,15.51724138
강원특별자치도,강릉,201802,43.39622642,37.75510204,21.46596859,40.6779661,20.45454545,40,20.16574586,17.39130435,13.98809524,22.53164557,26.7223382,5.488705932,13.94849785,56.81818182,30.8,67.64705882,35.86956522,73.52941176,65.16245487,87.07896971,9.375,13.79310345
강원특별자치도,강릉,201803,47.16981132,37.75510204,21.46596859,54.23728814,29.54545455,30,44.19889503,42.89855072,57.44047619,42.53164557,42.79749478,9.921891493,9.656652361,50,27.6,94.11764706,32.60869565,52.94117647,61.1612515,62.62383244,29.6875,15.51724138
강원특별자치도,강릉,201804,45.28301887,50,5.759162304,64.40677966,29.54545455,20,58.83977901,59.42028986,76.78571429,55.44303797,52.19206681,15.98057843,14.08261803,52.27272727,42.4,61.76470588,45.92391304,61.76470588,70.69795427,68.93574866,25,6.896551724
강원특별자치도,강릉,201805,39.62264151,47.95918367,5.759162304,67.79661017,25,20,66.57458564,65.2173913,76.19047619,65.3164557,59.91649269,17.19442685,18.50858369,38.63636364,22.4,61.76470588,30.43478261,61.76470588,60.46931408,49.12255873,54.6875,24.13793103
강원특별자치도,강릉,201806,33.96226415,37.75510204,5.759162304,71.18644068,25,20,82.87292818,81.44927536,83.33333333,81.01265823,77.24425887,4.074308634,5.767167382,34.09090909,21.2,94.11764706,26.63043478,94.11764706,68.56197353,57.42994622,45.3125,31.03448276
강원특별자치도,강릉,201807,32.0754717,32.65306122,5.759162304,45.76271186,20.45454545,10,92.81767956,89.85507246,91.36904762,92.65822785,82.25469729,20.63542326,12.60729614,31.81818182,16.4,26.47058824,18.20652174,61.76470588,63.68832732,51.1887914,62.5,44.82758621
강원특별자치도,강릉,201808,24.52830189,31.63265306,5.759162304,32.20338983,18.18181818,20,91.16022099,88.98550725,94.3452381,90.12658228,87.05636743,44.23685877,53.64806867,27.27272727,11.2,94.11764706,17.39130435,67.64705882,52.73766546,43.48995188,70.3125,56.89655172
강원특별자치도,강릉,201809,32.0754717,24.48979592,10.9947644,35.59322034,22.72727273,20,74.03314917,71.5942029,67.26190476,73.92405063,74.32150313,17.01498839,9.924892704,31.81818182,14.8,61.76470588,23.64130435,47.05882353,51.44404332,49.83017266,62.5,50
강원특별자치도,강릉,201810,26.41509434,24.48979592,10.9947644,45.76271186,9.090909091,10,57.73480663,55.94202899,57.73809524,58.48101266,58.03757829,26.17690521,38.76072961,47.72727273,24.4,61.76470588,31.79347826,94.11764706,69.52466907,79.13954147,39.0625,31.03448276
강원특별자치도,강릉,201811,35.8490566,46.93877551,10.9947644,37.28813559,36.36363636,20,46.40883978,44.05797101,44.94047619,48.86075949,49.0605428,5.414819506,8.315450644,38.63636364,20.8,61.76470588,30.43478261,79.41176471,53.5198556,68.22813473,32.8125,24.13793103
강원특별자치도,강릉,201812,30.18867925,30.6122449,16.23036649,30.50847458,34.09090909,20,26.24309392,23.47826087,25,29.36708861,28.39248434,2.417141651,3.621244635,52.27272727,21.2,67.64705882,25,26.47058824,63.23706378,85.52221908,14.0625,8.620689655
강원특별자치도,강릉,201901,43.39622642,41.83673469,21.46596859,38.98305085,34.09090909,20,26.51933702,24.63768116,21.42857143,29.36708861,36.11691023,1.752163817,3.487124464,63.63636364,19.6,61.76470588,27.17391304,47.05882353,70.09626955,93.17860175,3.125,3.448275862
강원특별자치도,강릉,201902,47.16981132,42.85714286,16.23036649,47.45762712,31.81818182,30,29.28176796,26.08695652,29.76190476,31.89873418,38.62212944,1.868271058,2.41416309,50,22.4,67.64705882,22.82608696,52.94117647,63.62815884,84.80045287,18.75,17.24137931
강원특별자치도,강릉,201903,60.37735849,52.04081633,10.9947644,67.79661017,27.27272727,20,43.37016575,42.31884058,47.32142857,43.29113924,49.0605428,5.235381043,2.682403433,54.54545455,24.4,67.64705882,31.52173913,67.64705882,69.22382671,72.9266912,23.4375,8.620689655
강원특별자치도,강릉,201904,30.18867925,36.73469388,5.759162304,61.01694915,25,20,53.59116022,51.88405797,55.35714286,51.13924051,52.81837161,9.024699177,9.790772532,45.45454545,34.4,61.76470588,39.40217391,61.76470588,65.07220217,62.32663459,29.6875,10.34482759
강원특별자치도,강릉,201905,39.62264151,47.95918367,5.759162304,89.83050847,22.72727273,20,76.79558011,78.26086957,84.22619048,72.15189873,67.64091858,0.474984167,0.536480687,50,22,67.64705882,24.45652174,73.52941176,86.76293622,77.22898387,18.75,15.51724138
강원특별자치도,강릉,201906,30.18867925,32.65306122,5.759162304,66.10169492,18.18181818,20,77.90055249,79.13043478,82.14285714,75.94936709,73.9039666,13.95397931,18.50858369,31.81818182,12,61.76470588,12.22826087,52.94117647,65.61371841,54.31644495,57.8125,29.31034483
강원특별자치도,강릉,201907,26.41509434,29.59183673,0.523560209,54.23728814,13.63636364,20,90.05524862,86.66666667,86.01190476,90.63291139,86.6388309,23.3058898,26.95815451,36.36363636,13.6,61.76470588,19.29347826,61.76470588,58.51383875,45.74016417,60.9375,51.72413793
강원특별자치도,강릉,201908,22.64150943,28.57142857,0.523560209,47.45762712,15.90909091,30,91.98895028,91.5942029,88.98809524,91.13924051,91.64926931,27.91851383,43.32081545,34.09090909,13.6,61.76470588,15.76086957,14.70588235,65.70397112,57.89697141,62.5,46.55172414
강원특별자치도,강릉,201909,18.86792453,25.51020408,0.523560209,37.28813559,15.90909091,10,78.17679558,77.39130435,80.05952381,78.2278481,77.87056367,24.62529027,21.05686695,29.54545455,24.8,47.05882353,34.51086957,61.76470588,41.87725632,37.7441268,68.75,44.82758621
강원특별자치도,강릉,201910,24.52830189,29.59183673,0.523560209,33.89830508,15.90909091,10,64.64088398,64.92753623,55.35714286,65.06329114,67.01461378,56.57589191,83.15450644,38.63636364,28.8,100,36.95652174,100,47.14199759,48.83951316,54.6875,31.03448276
강원특별자치도,강릉,201912,32.0754717,30.6122449,5.759162304,37.28813559,29.54545455,30,33.42541436,31.30434783,29.76190476,35.44303797,37.36951983,0.538315389,1.341201717,50,17.2,67.64705882,29.89130435,79.41176471,54.15162455,71.07274271,23.4375,17.24137931
강원특별자치도,강릉,202001,26.41509434,25.51020408,5.759162304,37.28813559,27.27272727,40,30.93922652,25.79710145,17.85714286,36.4556962,42.79749478,11.34684399,13.41201717,50,16,61.76470588,24.72826087,61.76470588,44.76534296,54.35890178,37.5,24.13793103
강원특별자치도,강릉,202002,35.8490566,32.65306122,10.9947644,45.76271186,27.27272727,50,32.59668508,30.14492754,30.35714286,34.43037975,34.23799582,8.180282879,11.66845494,52.27272727,28,67.64705882,35.05434783,67.64705882,56.7087846,70.76139258,32.8125,25.86206897
강원특별자치도,강릉,202003,30.18867925,36.73469388,5.759162304,55.93220339,20.45454545,30,42.81767956,42.60869565,45.23809524,41.26582278,48.434238,4.97150095,4.64055794,47.72727273,30.4,61.76470588,48.91304348,61.76470588,73.28519856,77.82337956,37.5,25.86206897
강원특별자치도,강릉,202004,28.30188679,38.7755102,5.759162304,69.49152542,20.45454545,20,51.38121547,49.85507246,60.41666667,50.12658228,51.98329854,6.924213637,6.25,52.27272727,26.8,67.64705882,36.14130435,67.64705882,66.75691937,64.13812624,29.6875,22.4137931
강원특별자치도,강릉,202005,22.64150943,32.65306122,10.9947644,61.01694915,20.45454545,40,69.33701657,68.69565217,77.38095238,68.35443038,66.38830898,10.08021955,7.162017167,40.90909091,18.4,88.23529412,31.25,67.64705882,60.10830325,48.65553354,51.5625,25.86206897
강원특별자치도,강릉,202006,33.96226415,42.85714286,10.9947644,69.49152542,18.18181818,30,85.35911602,84.05797101,83.33333333,83.03797468,80.79331942,28.54127085,67.06008584,38.63636364,20,61.76470588,25.54347826,61.76470588,61.70276775,50.12737051,54.6875,43.10344828
강원특별자치도,강릉,202007,15.09433962,14.28571429,5.759162304,38.98305085,18.18181818,40,80.66298343,76.23188406,80.05952381,81.7721519,79.95824635,39.67701077,32.67167382,25,12.8,61.76470588,19.02173913,61.76470588,35.58965102,21.80866119,79.6875,70.68965517
강원특별자치도,강릉,202008,20.75471698,17.34693878,5.759162304,33.89830508,20.45454545,40,93.37016575,90.72463768,89.28571429,93.16455696,91.23173278,15.87502639,10.16630901,29.54545455,22.8,61.76470588,31.25,67.64705882,31.7990373,20.19530144,70.3125,62.06896552
강원특별자치도,강릉,202009,20.75471698,27.55102041,10.9947644,49.15254237,15.90909091,40,75.69060773,73.33333333,69.04761905,75.69620253,73.06889353,64.78784041,63.3583691,38.63636364,29.2,61.76470588,49.45652174,61.76470588,39.6811071,35.09765072,67.1875,50
강원특별자치도,강릉,202010,26.41509434,31.63265306,5.759162304,52.54237288,18.18181818,40,60.49723757,60.57971014,59.82142857,59.49367089,62.4217119,0.063331222,0.134120172,38.63636364,10.8,61.76470588,18.75,52.94117647,58.87484958,64.94480611,43.75,24.13793103
강원특별자치도,강릉,202011,35.8490566,32.65306122,10.9947644,45.76271186,25,30,49.17127072,47.53623188,56.54761905,49.11392405,48.85177453,0.812750686,2.065450644,50,31.2,52.94117647,46.4673913,35.29411765,56.34777377,72.68610246,25,22.4137931
강원특별자치도,강릉,202101,22.64150943,32.65306122,10.9947644,42.37288136,29.54545455,30,20.44198895,18.84057971,26.48809524,22.27848101,17.53653445,1.203293224,2.360515021,47.72727273,22.8,67.64705882,33.42391304,88.23529412,57.94223827,74.440985,21.875,20.68965517
강원특별자치도,강릉,202102,32.0754717,39.79591837,10.9947644,52.54237288,27.27272727,20,32.32044199,32.17391304,42.26190476,32.15189873,30.48016701,0.538315389,1.368025751,54.54545455,36.4,67.64705882,45.92391304,61.76470588,58.90493381,77.22898387,28.125,27.5862069
강원특별자치도,강릉,202103,30.18867925,56.12244898,10.9947644,57.62711864,29.54545455,40,45.5801105,45.2173913,43.45238095,44.81012658,41.96242171,12.87734853,21.37875536,40.90909091,21.2,67.64705882,29.07608696,61.76470588,58.18291215,58.77441268,43.75,18.96551724
강원특별자치도,강릉,202104,24.52830189,45.91836735,5.759162304,67.79661017,20.45454545,20,56.90607735,57.10144928,55.35714286,54.6835443,53.65344468,11.41017522,11.61480687,38.63636364,17.6,61.76470588,25.81521739,67.64705882,63.17689531,59.90659496,37.5,25.86206897
강원특별자치도,강릉,202105,26.41509434,51.02040816,5.759162304,71.18644068,15.90909091,30,68.2320442,67.53623188,72.61904762,66.07594937,66.59707724,16.62444585,17.0332618,43.18181818,26.8,61.76470588,47.2826087,61.76470588,59.50661853,48.04698556,43.75,24.13793103
강원특별자치도,강릉,202106,18.86792453,28.57142857,5.759162304,57.62711864,18.18181818,30,79.55801105,77.39130435,70.83333333,78.73417722,78.07933194,3.430441208,3.809012876,29.54545455,22.4,61.76470588,26.35869565,61.76470588,45.57761733,32.98896122,64.0625,48.27586207
강원특별자치도,강릉,202107,16.98113208,21.42857143,5.759162304,40.6779661,18.18181818,20,92.54143646,91.5942029,86.60714286,90.63291139,88.5177453,15.00949968,15.47746781,22.72727273,7.2,61.76470588,11.68478261,52.94117647,62.30445247,49.75941127,70.3125,84.48275862
강원특별자치도,강릉,202108,11.32075472,20.40816327,5.759162304,44.06779661,18.18181818,10,89.22651934,86.37681159,89.28571429,89.62025316,87.47390397,46.24234748,36.45386266,29.54545455,15.6,61.76470588,28.5326087,61.76470588,19.64500602,7.415793943,70.3125,65.51724138
강원특별자치도,강릉,202109,9.433962264,15.30612245,10.9947644,38.98305085,15.90909091,10,78.72928177,76.23188406,68.75,78.98734177,82.04592902,11.77960735,20.6276824,27.27272727,9.2,79.41176471,13.31521739,52.94117647,38.0866426,33.04557034,70.3125,70.68965517
강원특별자치도,강릉,202110,15.09433962,21.42857143,10.9947644,47.45762712,13.63636364,20,64.36464088,64.34782609,76.78571429,63.79746835,54.69728601,13.81676166,13.09012876,31.81818182,15.6,88.23529412,20.65217391,67.64705882,45.57761733,46.84404189,59.375,34.48275862
강원특별자치도,강릉,202111,26.41509434,32.65306122,10.9947644,49.15254237,22.72727273,20,49.44751381,49.56521739,46.72619048,49.87341772,48.64300626,1.382731687,1.394849785,47.72727273,24.4,61.76470588,32.33695652,52.94117647,57.1299639,73.86074158,31.25,22.4137931
강원특별자치도,강릉,202112,20.75471698,26.53061224,10.9947644,42.37288136,25,20,30.93922652,29.85507246,31.54761905,32.40506329,24.00835073,4.633734431,4.721030043,54.54545455,19.6,67.64705882,32.06521739,67.64705882,60.04813478,80.45570337,25,25.86206897
강원특별자치도,강릉,202201,28.30188679,29.59183673,16.23036649,40.6779661,31.81818182,30,22.9281768,20.86956522,10.41666667,26.07594937,34.02922756,0.781085075,0.751072961,45.45454545,19.2,61.76470588,26.63043478,61.76470588,64.59085439,84.67308237,23.4375,25.86206897
강원특별자치도,강릉,202202,30.18867925,27.55102041,10.9947644,59.3220339,22.72727273,30,24.30939227,22.89855072,28.57142857,26.58227848,29.85386221,0.126662445,0.18776824,56.81818182,23.6,61.76470588,28.80434783,61.76470588,69.70517449,94.11265214,10.9375,18.96551724
강원특별자치도,강릉,202203,35.8490566,42.85714286,10.9947644,66.10169492,20.45454545,20,43.64640884,41.15942029,45.53571429,43.5443038,47.39039666,10.86130462,9.844420601,40.90909091,25.2,88.23529412,39.13043478,67.64705882,55.83634176,55.84489103,39.0625,18.96551724
강원특별자치도,강릉,202204,28.30188679,39.79591837,5.759162304,77.96610169,15.90909091,10,63.25966851,63.1884058,73.80952381,60,53.86221294,7.261980156,6.303648069,45.45454545,24.4,67.64705882,34.23913043,67.64705882,73.22503008,71.92187942,28.125,20.68965517
강원특별자치도,강릉,202205,26.41509434,30.6122449,5.759162304,88.13559322,15.90909091,10,74.86187845,75.65217391,80.05952381,70.37974684,66.17954071,0.612201815,1.233905579,47.72727273,20,61.76470588,28.80434783,52.94117647,79.84356197,72.68610246,25,31.03448276
강원특별자치도,강릉,202206,16.98113208,21.42857143,5.759162304,57.62711864,13.63636364,10,83.97790055,81.15942029,85.71428571,82.53164557,76.82672234,19.63267891,17.30150215,31.81818182,18.8,61.76470588,28.26086957,79.41176471,46.69073406,34.17775262,60.9375,25.86206897
강원특별자치도,강릉,202207,13.20754717,16.32653061,5.759162304,38.98305085,11.36363636,10,91.43646409,88.69565217,83.92857143,91.89873418,91.64926931,24.05530927,18.75,20.45454545,13.6,35.29411765,16.57608696,79.41176471,32.5511432,18.58194169,75,79.31034483
강원특별자치도,강릉,202208,20.75471698,17.34693878,5.759162304,37.28813559,15.90909091,10,92.26519337,89.56521739,92.85714286,90.88607595,84.13361169,32.45725142,16.81866953,27.27272727,14,61.76470588,23.91304348,61.76470588,35.77015644,24.56835551,67.1875,48.27586207
강원특별자치도,강릉,202209,18.86792453,18.36734694,5.759162304,35.59322034,13.63636364,20,79.00552486,79.42028986,72.32142857,76.96202532,73.9039666,21.37428752,26.66309013,29.54545455,13.6,8.823529412,22.2826087,67.64705882,53.21901324,52.09453722,64.0625,37.93103448
강원특별자치도,강릉,202210,26.41509434,22.44897959,5.759162304,25.42372881,22.72727273,20,61.04972376,59.71014493,78.27380952,61.51898734,63.46555324,30.94785729,31.35729614,34.09090909,25.6,73.52941176,35.05434783,73.52941176,41.24548736,40.94254175,59.375,25.86206897
강원특별자치도,강릉,202211,35.8490566,34.69387755,5.759162304,45.76271186,20.45454545,30,53.86740331,55.36231884,59.52380952,52.91139241,42.79749478,6.575891915,7.698497854,38.63636364,32.4,73.52941176,44.56521739,67.64705882,53.88086643,68.80837815,35.9375,20.68965517
강원특별자치도,강릉,202212,32.0754717,31.63265306,10.9947644,44.06779661,18.18181818,40,22.9281768,21.15942029,20.83333333,25.56962025,25.4697286,12.31564994,12.34712611,59.09090909,18,79.41176471,36.14130435,94.11764706,62.51504212,84.3900368,14.0625,22.4137931
강원특별자치도,강릉,202301,26.41509434,30.6122449,9.42408377,47.11864407,19.54545455,35,25.41436464,24.05797101,36.30952381,28.35443038,19.83298539,8.222503694,11.6416309,47.72727273,16.4,73.52941176,26.63043478,79.41176471,63.41756919,82.93235211,18.75,22.4137931
강원특별자치도,강릉,202302,33.96226415,33.67346939,11.51832461,51.01694915,25,40,33.14917127,30.72463768,38.98809524,34.6835443,41.12734864,4.06375343,4.050429185,40.90909091,22.4,79.41176471,33.42391304,79.41176471,47.08182912,59.02915369,34.375,15.51724138
강원특별자치도,강릉,202303,35.8490566,55.10204082,8.376963351,65.25423729,19.09090909,36,52.20994475,52.46376812,60.41666667,49.87341772,49.6868476,0.928857927,1.475321888,40.90909091,19.2,73.52941176,26.90217391,73.52941176,66.6967509,69.71412397,28.125,17.24137931
강원특별자치도,강릉,202304,37.73584906,72.44897959,5.235602094,64.40677966,15,29,61.04972376,60.86956522,64.28571429,57.97468354,59.91649269,3.525438041,3.755364807,47.72727273,43.6,73.52941176,56.52173913,67.64705882,64.22984356,61.32182281,34.375,18.96551724
강원특별자치도,강릉,202305,26.41509434,35.71428571,4.712041885,67.62711864,14.77272727,22,74.86187845,75.07246377,86.30952381,70.37974684,64.09185804,9.615790585,17.8111588,36.36363636,19.6,73.52941176,28.5326087,73.52941176,64.92178099,53.90602887,42.1875,24.13793103
강원특별자치도,강릉,202306,16.98113208,20.40816327,2.094240838,67.62711864,10.68181818,16,82.87292818,82.31884058,83.33333333,80.25316456,82.04592902,16.88832594,10.89055794,34.09090909,16.4,8.823529412,25,73.52941176,63.98916968,52.58986697,53.125,32.75862069
강원특별자치도,강릉,202307,22.64150943,23.46938776,3.664921466,49.3220339,13.40909091,16,94.75138122,93.33333333,91.66666667,93.16455696,86.84759916,11.05129829,8.771459227,29.54545455,18.8,79.41176471,31.25,67.64705882,46.17930205,32.83328616,62.5,65.51724138
강원특별자치도,강릉,202308,15.09433962,16.32653061,4.712041885,39.49152542,8.863636364,14,91.16022099,88.98550725,94.94047619,91.64556962,92.27557411,54.97150095,72.55901288,25,26,88.23529412,38.04347826,94.11764706,39.53068592,28.72912539,75,62.06896552
강원특별자치도,강릉,202309,15.09433962,15.30612245,4.188481675,42.71186441,7.954545455,18,80.66298343,78.26086957,75.5952381,81.01265823,79.33194154,24.9947224,24.70493562,27.27272727,6.8,67.64705882,8.967391304,26.47058824,42.53910951,38.59326352,75,58.62068966
강원특별자치도,강릉,202310,20.75471698,21.42857143,4.188481675,55.25423729,11.59090909,30,65.74585635,66.08695652,60.11904762,64.81012658,63.88308977,2.75490817,5.901287554,43.18181818,15.2,67.64705882,22.82608696,61.76470588,62.00361011,68.9074441,42.1875,31.03448276
강원특별자치도,강릉,202311,22.64150943,20.40816327,6.806282723,51.3559322,13.18181818,32,47.79005525,46.08695652,67.26190476,47.84810127,39.45720251,4.327633523,8.0472103,54.54545455,41.2,61.76470588,58.69565217,61.76470588,62.6654633,82.2105859,25,20.68965517
강원특별자치도,강릉,202312,26.41509434,25.51020408,9.42408377,47.96610169,16.81818182,36,28.72928177,24.63768116,41.66666667,31.64556962,25.88726514,24.19252692,24.46351931,50,19.2,67.64705882,30.70652174,67.64705882,53.70036101,70.36512879,37.5,27.5862069
강원특별자치도,강릉,202401,28.30188679,24.48979592,9.42408377,45.25423729,19.77272727,37,24.86187845,20,17.85714286,28.60759494,25.4697286,4.939835339,10.40772532,47.72727273,23.6,67.64705882,33.15217391,67.64705882,58.06257521,74.78063968,34.375,22.4137931
강원특별자치도,강릉,202402,26.41509434,23.46938776,6.806282723,49.3220339,19.09090909,31,28.72928177,23.76811594,40.77380952,33.67088608,43.21503132,18.50327211,9.549356223,29.54545455,19.6,61.76470588,28.80434783,67.64705882,26.47412756,25.30427399,67.1875,25.86206897
강원특별자치도,동해,201801,43.39622642,31.63265306,10.9947644,37.28813559,36.36363636,40,21.27071823,15.94202899,20.23809524,24.55696203,23.17327766,0.464428963,1.180257511,45.45454545,34.4,67.64705882,34.51086957,67.64705882,61.9133574,80.34248514,6.25,17.24137931
강원특별자치도,동해,201802,45.28301887,36.73469388,10.9947644,45.76271186,34.09090909,40,22.9281768,18.26086957,16.36904762,25.3164557,27.55741127,5.636478784,14.08261803,45.45454545,31.6,67.64705882,48.09782609,61.76470588,61.55234657,81.33314464,17.1875,17.24137931
강원특별자치도,동해,201803,43.39622642,38.7755102,5.759162304,59.3220339,34.09090909,30,43.37016575,40.57971014,56.25,43.5443038,44.05010438,10.06966434,8.717811159,50,34,94.11764706,35.05434783,100,58.84476534,59.66600623,43.75,24.13793103
강원특별자치도,동해,201804,41.50943396,54.08163265,5.759162304,66.10169492,29.54545455,30,56.07734807,55.94202899,68.75,54.93670886,53.86221294,13.9117585,13.4388412,45.45454545,28.8,61.76470588,47.01086957,67.64705882,68.53188929,66.45909992,39.0625,12.06896552
강원특별자치도,동해,201805,43.39622642,43.87755102,5.759162304,64.40677966,25,20,63.5359116,60.86956522,67.26190476,63.5443038,60.96033403,6.713109563,5.042918455,38.63636364,24.4,61.76470588,35.32608696,67.64705882,58.60409146,47.25445797,67.1875,25.86206897
강원특별자치도,동해,201806,39.62264151,36.73469388,5.759162304,62.71186441,29.54545455,30,76.24309392,73.91304348,79.46428571,76.70886076,75.782881,3.86320456,6.598712446,25,23.2,100,22.82608696,100,62.48495788,51.11803,60.9375,43.10344828
강원특별자치도,동해,201807,37.73584906,30.6122449,5.759162304,37.28813559,25,20,86.74033149,82.89855072,80.35714286,88.10126582,82.46346555,30.18788263,17.51609442,27.27272727,21.6,35.29411765,19.83695652,26.47058824,66.39590854,54.14661761,78.125,72.4137931
강원특별자치도,동해,201808,20.75471698,28.57142857,5.759162304,28.81355932,27.27272727,30,87.56906077,84.05797101,87.20238095,88.10126582,88.10020877,23.20033777,28.29935622,20.45454545,24.8,0,20.38043478,0,47.29241877,37.50353807,81.25,67.24137931
강원특별자치도,동해,201809,26.41509434,21.42857143,5.759162304,33.89830508,27.27272727,20,72.37569061,68.98550725,66.07142857,72.40506329,72.86012526,21.70149884,17.30150215,27.27272727,20,61.76470588,18.75,61.76470588,44.40433213,40.98499858,71.875,56.89655172
강원특별자치도,동해,201810,24.52830189,25.51020408,5.759162304,37.28813559,31.81818182,20,57.18232044,54.49275362,52.97619048,56.96202532,56.99373695,28.83681655,37.52682403,36.36363636,46.8,100,58.69565217,100,60.3188929,66.62892726,51.5625,36.20689655
강원특별자치도,동해,201811,35.8490566,38.7755102,5.759162304,28.81355932,47.72727273,40,46.68508287,42.60869565,38.69047619,47.59493671,49.6868476,4.697065653,7.85944206,29.54545455,17.2,100,22.55434783,67.64705882,49.18772563,61.39258421,42.1875,24.13793103
강원특별자치도,동해,201812,30.18867925,31.63265306,10.9947644,28.81355932,40.90909091,40,27.62430939,22.60869565,24.4047619,29.87341772,31.52400835,2.343255225,4.613733906,38.63636364,20,8.823529412,22.55434783,79.41176471,59.98796631,80.20096235,18.75,10.34482759
강원특별자치도,동해,201901,43.39622642,41.83673469,10.9947644,35.59322034,40.90909091,30,26.51933702,22.89855072,18.75,28.86075949,36.53444676,1.509394131,2.199570815,40.90909091,29.2,8.823529412,23.91304348,88.23529412,68.41155235,90.31984149,7.8125,3.448275862
강원특별자치도,동해,201902,49.05660377,43.87755102,10.9947644,44.06779661,36.36363636,40,29.28176796,23.76811594,17.55952381,31.64556962,38.62212944,1.625501372,1.689914163,34.09090909,20,8.823529412,18.20652174,0,57.76173285,75.50240589,28.125,18.96551724
강원특별자치도,동해,201903,60.37735849,50,5.759162304,64.40677966,29.54545455,30,41.98895028,39.71014493,41.96428571,41.7721519,49.89561587,5.435929913,4.02360515,43.18181818,25.2,79.41176471,37.5,79.41176471,65.49338147,68.14322106,29.6875,15.51724138
강원특별자치도,동해,201904,33.96226415,38.7755102,5.759162304,57.62711864,34.09090909,30,50,47.24637681,54.46428571,49.36708861,51.565762,10.82963901,10.40772532,40.90909091,41.6,73.52941176,46.19565217,79.41176471,57.16004813,55.335409,40.625,12.06896552
강원특별자치도,동해,201905,41.50943396,45.91836735,5.759162304,76.27118644,34.09090909,40,69.61325967,69.56521739,79.76190476,66.83544304,61.37787056,0.348321723,0.429184549,40.90909091,23.2,52.94117647,29.07608696,88.23529412,67.23826715,59.04330597,32.8125,18.96551724
강원특별자치도,동해,201906,33.96226415,30.6122449,5.759162304,55.93220339,27.27272727,30,70.16574586,67.24637681,62.5,70.88607595,72.65135699,13.23622546,19.42060086,31.81818182,20,8.823529412,18.75,0,66.06498195,54.9391452,71.875,37.93103448
강원특별자치도,동해,201907,33.96226415,26.53061224,5.759162304,44.06779661,25,30,83.42541436,79.71014493,80.35714286,84.81012658,84.55114823,20.20265991,18.91094421,29.54545455,20,47.05882353,24.45652174,47.05882353,55.65583634,42.86725163,73.4375,70.68965517
강원특별자치도,동해,201908,26.41509434,25.51020408,5.759162304,40.6779661,25,40,85.35911602,81.73913043,74.70238095,85.56962025,86.0125261,15.82225037,20.03755365,25,23.2,8.823529412,24.72826087,20.58823529,67.41877256,59.93489952,76.5625,60.34482759
강원특별자치도,동해,201909,20.75471698,19.3877551,5.759162304,23.72881356,25,30,74.03314917,69.85507246,67.26190476,74.6835443,73.06889353,26.9791007,22.61266094,27.27272727,35.2,8.823529412,34.51086957,8.823529412,40.97472924,36.61194452,79.6875,55.17241379
강원특별자치도,동해,201910,20.75471698,25.51020408,5.759162304,27.11864407,29.54545455,30,61.32596685,58.26086957,46.72619048,61.51898734,65.34446764,54.09541904,62.07081545,36.36363636,36.4,0,48.36956522,0,43.44163658,43.81545429,64.0625,39.65517241
강원특별자치도,동해,201911,28.30188679,30.6122449,5.759162304,25.42372881,38.63636364,30,45.3038674,43.1884058,38.98809524,45.56962025,47.80793319,10.77686299,14.05579399,36.36363636,30.8,8.823529412,27.17391304,8.823529412,49.69915764,62.12850269,50,22.4137931
강원특별자치도,동해,201912,32.0754717,24.48979592,5.759162304,23.72881356,36.36363636,40,32.32044199,28.69565217,25,34.43037975,40.29227557,0.928857927,1.850858369,31.81818182,15.6,79.41176471,22.82608696,67.64705882,55.44524669,73.0540617,23.4375,15.51724138
강원특별자치도,동해,202001,28.30188679,21.42857143,5.759162304,27.11864407,29.54545455,40,30.38674033,24.34782609,14.58333333,35.18987342,43.21503132,10.33354444,11.37339056,43.18181818,26.8,8.823529412,25.54347826,88.23529412,45.30685921,55.00990659,35.9375,27.5862069
강원특별자치도,동해,202002,37.73584906,28.57142857,5.759162304,33.89830508,29.54545455,40,31.49171271,27.53623188,26.48809524,33.67088608,36.11691023,7.779185138,8.85193133,40.90909091,31.6,73.52941176,37.77173913,73.52941176,50.33092659,63.78431928,35.9375,20.68965517
강원특별자치도,동해,202003,33.96226415,30.6122449,5.759162304,40.6779661,22.72727273,30,40.60773481,37.39130435,38.39285714,40.25316456,47.39039666,5.098163395,5.203862661,47.72727273,32.4,73.52941176,37.5,73.52941176,73.8267148,78.53099349,42.1875,22.4137931
강원특별자치도,동해,202004,32.0754717,32.65306122,5.759162304,52.54237288,20.45454545,30,48.89502762,47.24637681,55.95238095,48.10126582,52.19206681,5.372598691,4.560085837,45.45454545,25.2,8.823529412,26.90217391,41.17647059,74.00722022,72.8559298,31.25,20.68965517
강원특별자치도,동해,202005,26.41509434,27.55102041,5.759162304,44.06779661,20.45454545,30,63.8121547,61.44927536,72.61904762,64.30379747,64.71816284,9.531348955,8.074034335,38.63636364,22,94.11764706,29.07608696,79.41176471,65.07220217,54.04755166,59.375,27.5862069
